4.000000000000000083e-03 3.984761803322105743e-03 1.000000000000000000e+03 2.821307675939470627e+00 1.392025486966790848e-01
6.000000000000000125e-03 5.962070728694078038e-03 1.000000000000000000e+03 2.821307675939470627e+00 1.545472025989340636e-01
8.000000000000000167e-03 7.922966690903691933e-03 1.000000000000000000e+03 2.821307675939470627e+00 1.572731317335175905e-01
5.000000000000000000e-01 2.454618116267402173e-01 2.000000000000000000e+01 1.668100537200055689e+00 4.159217473028222756e-01
5.999999999999999778e-01 2.514409243636409053e-01 2.000000000000000000e+01 1.578331405652119823e+00 5.636642884027062150e-01
6.999999999999999556e-01 3.114440398680441979e-01 2.000000000000000000e+01 1.493393216124253353e+00 7.612305796997285157e-01
1.000000000000000056e-01 9.382415940007135524e-02 2.000000000000000000e+01 1.969220255479173565e+00 2.259464095212805890e-01
2.000000000000000111e-01 1.788401792452965766e-01 2.000000000000000000e+01 1.863246311931559873e+00 2.545944154298544482e-01
2.999999999999999889e-01 1.908582363713014207e-01 2.000000000000000000e+01 1.812417547374239435e+00 2.871626978898586535e-01
4.000000000000000222e-01 2.086475727455112672e-01 2.000000000000000000e+01 1.762975375287203939e+00 3.434367386663786381e-01
5.000000000000000278e-02 4.840619630196685286e-02 2.000000000000000000e+02 2.821307675939470627e+00 6.709797091317968309e-01
5.999999999999999778e-02 5.731573180989302241e-02 2.000000000000000000e+02 2.821307675939470627e+00 7.837069018015563326e-01
7.000000000000000666e-02 6.608593965584809438e-02 2.000000000000000000e+02 2.199593068030070153e+00 2.218161078766875960e+00
1.000000000000000021e-02 9.985231321293610435e-03 2.000000000000000000e+02 2.981772290019673477e+00 1.922654856482424179e-01
2.000000000000000042e-02 1.992616547787648060e-02 2.000000000000000000e+02 2.981772290019673477e+00 3.124497450111086150e-01
2.999999999999999889e-02 2.966417594892196974e-02 2.000000000000000000e+02 2.821307675939470627e+00 4.077196605452542699e-01
4.000000000000000083e-02 3.915453431967749753e-02 2.000000000000000000e+02 2.744343303228367947e+00 5.091377738698045219e-01
2.000000000000000111e-01 1.545959758891389813e-01 5.000000000000000000e+01 1.915500555573524055e+00 4.220039217643583584e-01
2.399999999999999911e-01 1.742319193743212258e-01 5.000000000000000000e+01 1.969220255479173565e+00 4.938178303770580091e-01
2.800000000000000266e-01 2.012315853123503306e-01 5.000000000000000000e+01 1.812417547374239435e+00 8.308537615392271869e-01
4.000000000000000083e-02 3.862432254517785685e-02 5.000000000000000000e+01 2.081221569986341446e+00 1.946268731460555068e-01
8.000000000000000167e-02 7.284607348567147256e-02 5.000000000000000000e+01 2.024446509976801867e+00 2.197963121133693631e-01
1.199999999999999956e-01 9.973385698701008051e-02 5.000000000000000000e+01 1.969220255479173565e+00 2.851605100431683359e-01
1.600000000000000033e-01 1.319454370182260861e-01 5.000000000000000000e+01 1.969220255479173565e+00 3.347218782418821537e-01
2.000000000000000042e-02 1.957469497391397389e-02 5.000000000000000000e+02 2.669478494034318139e+00 3.137901422182042821e-01
2.400000000000000050e-02 2.331202502486072123e-02 5.000000000000000000e+02 2.744343303228367947e+00 3.780300240607559759e-01
2.800000000000000058e-02 2.712138261158836272e-02 5.000000000000000000e+02 2.669478494034318139e+00 5.011119386760674033e-01
4.000000000000000083e-03 3.993166698972865948e-03 5.000000000000000000e+02 2.981772290019673477e+00 1.477773844029337258e-01
8.000000000000000167e-03 7.949498404141754071e-03 5.000000000000000000e+02 2.900430493863985770e+00 1.977273503098696261e-01
1.200000000000000025e-02 1.185809559017673639e-02 5.000000000000000000e+02 2.744343303228367947e+00 2.080926798233062036e-01
1.600000000000000033e-02 1.573999158008775739e-02 5.000000000000000000e+02 2.669478494034318139e+00 2.388341943731949468e-01
