1.000000000000000000e+01 9.376809121543086434e+00 1.000000000000000000e+02 1.813800000000000079e+00 2.433337500000000020e+01
1.200000000000000000e+01 1.110461172581950251e+01 1.000000000000000000e+02 1.736580000000000013e+00 8.407667499999999450e+01
2.000000000000000000e+00 1.974243010885402771e+00 1.000000000000000000e+02 1.813800000000000079e+00 5.801254999999999384e+00
4.000000000000000000e+00 3.897935336736668699e+00 1.000000000000000000e+02 1.887860000000000094e+00 7.068834999999999980e+00
6.000000000000000000e+00 5.772390482896589070e+00 1.000000000000000000e+02 1.813800000000000079e+00 9.314840000000000231e+00
8.000000000000000000e+00 7.598643382836221427e+00 1.000000000000000000e+02 1.736580000000000013e+00 1.340994999999999848e+01
1.000000000000000000e+01 9.506266955173032329e+00 1.280000000000000000e+02 1.777157331020526199e+00 3.342317500000000052e+01
1.200000000000000000e+01 1.128848955829328382e+01 1.280000000000000000e+02 1.777157331020526199e+00 1.499172499999999957e+02
2.000000000000000000e+00 1.979776732119205018e+00 1.280000000000000000e+02 1.873278598427900787e+00 7.501172499999999133e+00
4.000000000000000000e+00 3.919665434138342341e+00 1.280000000000000000e+02 1.873278598427900787e+00 9.282772500000000093e+00
6.000000000000000000e+00 5.820435255257468299e+00 1.280000000000000000e+02 1.873278598427900787e+00 1.223535000000000039e+01
8.000000000000000000e+00 7.682680260269089345e+00 1.280000000000000000e+02 1.777157331020526199e+00 1.798794999999999789e+01
1.000000000000000000e+01 7.229431924796814180e+00 1.600000000000000000e+01 1.451040000000000108e+00 1.484639999999999738e+00
1.200000000000000000e+01 8.210330349008948758e+00 1.600000000000000000e+01 1.495695999999999914e+00 1.827377500000000099e+00
2.000000000000000000e+00 1.859358210953648172e+00 1.600000000000000000e+01 1.884956000000000076e+00 8.550840000000000662e-01
4.000000000000000000e+00 3.472941947445956856e+00 1.600000000000000000e+01 1.675516000000000005e+00 9.438450000000000450e-01
6.000000000000000000e+00 4.884480399095677328e+00 1.600000000000000000e+01 1.714336000000000082e+00 1.050715999999999983e+00
8.000000000000000000e+00 6.127819207483585551e+00 1.600000000000000000e+01 1.635775999999999897e+00 1.218210500000000085e+00
1.000000000000000000e+01 9.747705154186750320e+00 2.560000000000000000e+02 1.873280000000000056e+00 8.574565000000001191e+01
1.200000000000000000e+01 1.163577783014411970e+01 2.560000000000000000e+02 1.873280000000000056e+00 6.753822499999999991e+02
2.000000000000000000e+00 1.989811907813963554e+00 2.560000000000000000e+02 1.873280000000000056e+00 1.508107500000000023e+01
4.000000000000000000e+00 3.959361913913806319e+00 2.560000000000000000e+02 1.873280000000000056e+00 1.941472500000000068e+01
6.000000000000000000e+00 5.908832678539281957e+00 2.560000000000000000e+02 1.873280000000000056e+00 2.601790000000000092e+01
8.000000000000000000e+00 7.838263952000415813e+00 2.560000000000000000e+02 1.873280000000000056e+00 3.960487500000000693e+01
1.000000000000000000e+01 8.322202829293185999e+00 3.200000000000000000e+01 1.595046222166618177e+00 4.200800000000000090e+00
1.200000000000000000e+01 9.648711476421324207e+00 3.200000000000000000e+01 1.595046222166618177e+00 6.756797500000000234e+00
2.000000000000000000e+00 1.923848132032285108e+00 3.200000000000000000e+01 1.801668480483576973e+00 1.771265000000000089e+00
4.000000000000000000e+00 3.705501138768907410e+00 3.200000000000000000e+01 1.801668480483576973e+00 2.053854999999999986e+00
6.000000000000000000e+00 5.358597260626779324e+00 3.200000000000000000e+01 1.727082857204019772e+00 2.474639999999999951e+00
8.000000000000000000e+00 6.894403387312912024e+00 3.200000000000000000e+01 1.622312259649171473e+00 3.105997499999999967e+00
1.000000000000000000e+01 9.063618281756552264e+00 6.400000000000000000e+01 1.777152000000000065e+00 1.245722500000000110e+01
1.200000000000000000e+01 1.066397565005923553e+01 6.400000000000000000e+01 1.675519999999999898e+00 3.034319999999999951e+01
2.000000000000000000e+00 1.960311561034566052e+00 6.400000000000000000e+01 1.964720000000000022e+00 3.649907499999999860e+00
4.000000000000000000e+00 3.843749469107911043e+00 6.400000000000000000e+01 1.873280000000000056e+00 4.435534999999999783e+00
6.000000000000000000e+00 5.653774098038191198e+00 6.400000000000000000e+01 1.675519999999999898e+00 5.598385000000000389e+00
8.000000000000000000e+00 7.393142473687643879e+00 6.400000000000000000e+01 1.727079999999999949e+00 7.734685000000000699e+00
