5.43577e-2  1.41433e-4
1.96895e-1  1.49680e-3
2.38414e-1  2.12547e-3
2.81149e-1  3.04417e-3
3.31586e-1  4.01141e-3
3.64630e-1  4.86818e-3
3.94197e-1  5.82229e-3
4.36517e-1  7.02115e-3
4.75939e-1  8.32237e-3
5.20462e-1  9.75505e-3
5.57681e-1  1.11043e-2
5.89567e-1  1.23290e-2
6.29621e-1  1.37482e-2
6.69338e-1  1.52768e-2
7.00875e-1  1.66533e-2
7.40929e-1  1.80619e-2
7.71602e-1  1.94202e-2
7.98933e-1  2.04595e-2
8.24551e-1  2.15947e-2
8.55084e-1  2.28010e-2
8.82911e-1  2.39481e-2
9.10241e-1  2.49902e-2
9.35860e-1  2.61114e-2
9.66392e-1  2.72936e-2
9.91735e-1  2.84572e-2
1.01393e+0  2.95123e-2
1.04176e+0  3.05453e-2
1.06958e+0  3.16119e-2
1.10304e+0  3.27579e-2
1.12988e+0  3.38522e-2
1.15770e+0  3.48382e-2
1.18553e+0  3.57638e-2
1.21336e+0  3.67163e-2
1.24119e+0  3.76151e-2
1.27771e+0  3.84704e-2
1.34554e+0  3.99547e-2
1.39284e+0  4.11761e-2
1.44167e+0  4.24066e-2
1.49163e+0  4.35295e-2
1.53801e+0  4.41567e-2
1.59459e+0  4.52604e-2
1.68085e+0  4.62312e-2
1.84024e+0  4.74537e-2
1.96569e+0  4.76184e-2
2.13165e+0  4.70386e-2
2.28470e+0  4.59736e-2
2.40993e+0  4.47570e-2
2.50732e+0  4.36300e-2
2.56993e+0  4.29623e-2
2.63950e+0  4.20864e-2
2.73689e+0  4.07932e-2
2.83429e+0  3.94863e-2
2.93168e+0  3.81448e-2
3.05412e+0  3.65456e-2
3.16079e+0  3.51981e-2
3.25479e+0  3.39056e-2
3.35837e+0  3.25275e-2
3.43257e+0  3.16122e-2
3.47431e+0  3.10959e-2
3.62891e+0  2.93960e-2
3.68600e+0  2.86848e-2
3.79731e+0  2.74502e-2
3.92140e+0  2.60671e-2
4.03331e+0  2.49879e-2
4.16754e+0  2.37280e-2
4.29521e+0  2.28463e-2
4.40652e+0  2.16940e-2
4.47493e+0  2.11527e-2
4.59703e+0  2.01162e-2
4.74045e+0  1.91377e-2
4.99785e+0  1.75119e-2
5.13699e+0  1.66202e-2
5.27612e+0  1.58453e-2
5.42221e+0  1.50033e-2
5.57526e+0  1.42124e-2
5.88136e+0  1.31455e-2
6.03441e+0  1.25108e-2
6.18746e+0  1.19206e-2
6.29320e+0  1.15645e-2
6.44417e+0  1.10884e-2
6.57588e+0  1.06437e-2
6.67357e+0  1.03367e-2
6.79966e+0  1.00107e-2
6.90933e+0  9.65639e-3
7.04454e+0  9.36236e-3
7.17236e+0  8.99489e-3
7.39098e+0  8.56505e-3
7.68085e+0  7.96116e-3
7.85709e+0  7.61285e-3
8.09163e+0  7.18190e-3
8.25595e+0  6.90643e-3
8.36030e+0  6.75737e-3
8.60147e+0  6.37827e-3
8.80321e+0  6.09183e-3
8.96819e+0  5.85844e-3
9.08844e+0  5.71730e-3
9.29019e+0  5.46654e-3
9.45516e+0  5.28806e-3
9.57542e+0  5.15699e-3
9.77368e+0  4.87578e-3
1.00276e+1  4.68774e-3
1.01923e+1  4.54455e-3
1.03198e+1  4.44661e-3
1.05146e+1  4.26010e-3
1.06792e+1  4.12851e-3
1.08068e+1  4.04175e-3
1.10155e+1  3.88352e-3
1.11804e+1  3.76307e-3
1.13077e+1  3.67248e-3
1.15024e+1  3.55470e-3
1.16595e+1  3.45162e-3
1.18016e+1  3.37891e-3
1.19588e+1  3.30624e-3
