# f c chiN N chie Sinv 
5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 -6.446920920241837327e-02 2.086106158159516255e+01
5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 3.200000000000000000e+01 -4.558661500476419992e-02 2.089882676999047106e+01
5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 -3.223460460120918664e-02 2.092553079079758049e+01
5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.280000000000000000e+02 -2.279330750238209996e-02 2.094441338499523297e+01
5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 2.560000000000000000e+02 -1.611730230060459332e-02 2.095776539539878769e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060635e-01 1.600000000000000000e+01 4.159769961264166149e-02 2.064895297498285842e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060635e-01 3.200000000000000000e+01 6.047844777625641099e-02 2.068671447131008634e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060635e-01 6.400000000000000000e+01 7.382915283662386252e-02 2.071341588143082291e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060635e-01 1.280000000000000000e+02 8.326952691843123033e-02 2.073229662959443687e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060635e-01 2.560000000000000000e+02 8.994487944861495610e-02 2.074564733465480515e+01
5.000000000000000000e-01 1.000000000000000000e+00 2.121212121212121271e-01 1.600000000000000000e+01 1.476878400820615944e-01 2.043689083167927123e+01
5.000000000000000000e-01 1.000000000000000000e+00 2.121212121212121271e-01 3.200000000000000000e+01 1.665599378176131073e-01 2.047463502715037365e+01
5.000000000000000000e-01 1.000000000000000000e+00 2.121212121212121271e-01 6.400000000000000000e+01 1.799045261016368746e-01 2.050132420371842201e+01
5.000000000000000000e-01 1.000000000000000000e+00 2.121212121212121271e-01 1.280000000000000000e+02 1.893405749694126172e-01 2.052019630145397500e+01
5.000000000000000000e-01 1.000000000000000000e+00 2.121212121212121271e-01 2.560000000000000000e+02 1.960128691114244870e-01 2.053354088973799918e+01
5.000000000000000000e-01 1.000000000000000000e+00 3.181818181818181768e-01 1.600000000000000000e+01 2.538118778597200365e-01 2.022489648299216469e+01
5.000000000000000000e-01 1.000000000000000000e+00 3.181818181818181768e-01 3.200000000000000000e+01 2.726653968754892410e-01 2.026260352102370277e+01
5.000000000000000000e-01 1.000000000000000000e+00 3.181818181818181768e-01 6.400000000000000000e+01 2.859968480207691344e-01 2.028926642331426322e+01
5.000000000000000000e-01 1.000000000000000000e+00 3.181818181818181768e-01 1.280000000000000000e+02 2.954236075286537089e-01 2.030811994233003404e+01
5.000000000000000000e-01 1.000000000000000000e+00 3.181818181818181768e-01 2.560000000000000000e+02 3.020893331012936556e-01 2.032145139347531426e+01
5.000000000000000000e-01 1.000000000000000000e+00 4.242424242424242542e-01 1.600000000000000000e+01 3.599780645369637377e-01 2.001298643210423123e+01
5.000000000000000000e-01 1.000000000000000000e+00 4.242424242424242542e-01 3.200000000000000000e+01 3.788006597060816216e-01 2.005063162244246655e+01
5.000000000000000000e-01 1.000000000000000000e+00 4.242424242424242542e-01 6.400000000000000000e+01 3.921102443896939960e-01 2.007725079180968919e+01
5.000000000000000000e-01 1.000000000000000000e+00 4.242424242424242542e-01 1.280000000000000000e+02 4.015215419742529379e-01 2.009607338697880863e+01
5.000000000000000000e-01 1.000000000000000000e+00 4.242424242424242542e-01 2.560000000000000000e+02 4.081763343160591528e-01 2.010938297166241995e+01
5.000000000000000000e-01 1.000000000000000000e+00 5.303030303030302761e-01 1.600000000000000000e+01 4.661935778554878729e-01 1.980117503449885419e+01
5.000000000000000000e-01 1.000000000000000000e+00 5.303030303030302761e-01 3.200000000000000000e+01 4.849708017392165282e-01 1.983872948226631294e+01
5.000000000000000000e-01 1.000000000000000000e+00 5.303030303030302761e-01 6.400000000000000000e+01 4.982483040792590745e-01 1.986528448694639692e+01
5.000000000000000000e-01 1.000000000000000000e+00 5.303030303030302761e-01 1.280000000000000000e+02 5.076369160211233744e-01 1.988406171083012453e+01
5.000000000000000000e-01 1.000000000000000000e+00 5.303030303030302761e-01 2.560000000000000000e+02 5.142756671911447031e-01 1.989733921317017007e+01
5.000000000000000000e-01 1.000000000000000000e+00 6.363636363636363535e-01 1.600000000000000000e+01 5.724649666338348375e-01 1.958947538781312048e+01
5.000000000000000000e-01 1.000000000000000000e+00 6.363636363636363535e-01 3.200000000000000000e+01 5.911804536888941586e-01 1.962690636192323979e+01
5.000000000000000000e-01 1.000000000000000000e+00 6.363636363636363535e-01 6.400000000000000000e+01 6.044143014987356510e-01 1.965337405754292277e+01
5.000000000000000000e-01 1.000000000000000000e+00 6.363636363636363535e-01 1.280000000000000000e+02 6.137720450262652561e-01 1.967208954459798420e+01
5.000000000000000000e-01 1.000000000000000000e+00 6.363636363636363535e-01 2.560000000000000000e+02 6.203889689311860023e-01 1.968532339240782392e+01
5.000000000000000000e-01 1.000000000000000000e+00 7.424242424242424310e-01 1.600000000000000000e+01 6.787983707527344146e-01 1.937789977180849732e+01
5.000000000000000000e-01 1.000000000000000000e+00 7.424242424242424310e-01 3.200000000000000000e+01 6.974339571064140930e-01 1.941517094451585734e+01
5.000000000000000000e-01 1.000000000000000000e+00 7.424242424242424310e-01 6.400000000000000000e+01 7.106113065884884783e-01 1.944152564348000567e+01
5.000000000000000000e-01 1.000000000000000000e+00 7.424242424242424310e-01 1.280000000000000000e+02 7.199290997653282620e-01 1.946016122983368390e+01
5.000000000000000000e-01 1.000000000000000000e+00 7.424242424242424310e-01 2.560000000000000000e+02 7.265177745063654546e-01 1.947333857931576162e+01
5.000000000000000000e-01 1.000000000000000000e+00 8.484848484848485084e-01 1.600000000000000000e+01 7.851996502803582079e-01 1.916645990662132348e+01
5.000000000000000000e-01 1.000000000000000000e+00 8.484848484848485084e-01 3.200000000000000000e+01 8.037354556857186916e-01 1.920353151743204378e+01
5.000000000000000000e-01 1.000000000000000000e+00 8.484848484848485084e-01 6.400000000000000000e+01 8.168422493826034136e-01 1.922974510482581323e+01
5.000000000000000000e-01 1.000000000000000000e+00 8.484848484848485084e-01 1.280000000000000000e+02 8.261101520852836000e-01 1.924828091023117338e+01
5.000000000000000000e-01 1.000000000000000000e+00 8.484848484848485084e-01 2.560000000000000000e+02 8.326635489337259610e-01 1.926138770392805810e+01
5.000000000000000000e-01 1.000000000000000000e+00 9.545454545454545858e-01 1.600000000000000000e+01 8.916744696615277466e-01 1.895516712114123337e+01
5.000000000000000000e-01 1.000000000000000000e+00 9.545454545454545858e-01 3.200000000000000000e+01 9.100889547941530822e-01 1.899199609140648448e+01
5.000000000000000000e-01 1.000000000000000000e+00 9.545454545454545858e-01 6.400000000000000000e+01 9.231099621034911662e-01 1.901803810602516265e+01
5.000000000000000000e-01 1.000000000000000000e+00 9.545454545454545858e-01 1.280000000000000000e+02 9.323172046698038340e-01 1.903645259115778643e+01
5.000000000000000000e-01 1.000000000000000000e+00 9.545454545454545858e-01 2.560000000000000000e+02 9.388277083244729315e-01 1.904947359846712374e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060552e+00 1.600000000000000000e+01 9.982283568077975344e-01 1.874403247119134974e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060552e+00 3.200000000000000000e+01 1.016498363255462944e+00 1.878057248408668300e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060552e+00 6.400000000000000000e+01 1.029417208706929099e+00 1.880641017498961531e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060552e+00 1.280000000000000000e+02 1.038552211930761748e+00 1.882468018143728017e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.060606060606060552e+00 2.560000000000000000e+02 1.045011634656494826e+00 1.883759902688874632e+01
5.000000000000000000e-01 1.000000000000000000e+00 1.166666666666666741e+00 1.600000000000000000e+01 1.104866746969598301e+00 1.853306682727252763e+01
