1.000000000000000000e+00 3.517688367294853347e-01 1.000000000000000000e+01 4.486842610409734533e+00 2.977622467724558852e+00
1.199999999999999956e+00 3.849565511216499480e-01 1.000000000000000000e+01 3.988177430172527682e+00 3.333612714189793991e+00
1.399999999999999911e+00 4.227463463468741911e-01 1.000000000000000000e+01 3.532598753435200578e+00 3.906777683935048096e+00
2.000000000000000111e-01 1.812858489124846428e-01 1.000000000000000000e+01 1.056618907137218422e+01 2.205507946695364652e+00
4.000000000000000222e-01 3.290984419985493736e-01 1.000000000000000000e+01 5.507220077882435838e+00 2.347726699704098863e+00
5.999999999999999778e-01 3.085883568372894126e-01 1.000000000000000000e+01 5.713032705951296641e+00 2.497062528883070787e+00
8.000000000000000444e-01 2.709131060169349681e-01 1.000000000000000000e+01 6.157326833408279576e+00 2.798392523075647009e+00
1.000000000000000056e-01 1.117784062243871307e-01 1.000000000000000000e+02 2.259667240103940244e+01 5.465993105765197413e+01
1.199999999999999956e-01 1.071879214824540544e-01 1.000000000000000000e+02 2.229628612233387130e+01 7.006849365179758138e+01
1.400000000000000133e-01 1.110231437151048134e-01 1.000000000000000000e+02 2.212976844978786062e+01 8.199400061007482066e+01
2.000000000000000042e-02 1.979521570043912826e-02 1.000000000000000000e+02 1.465217928289432052e+02 1.301223080560666290e+01
4.000000000000000083e-02 3.912978767136544855e-02 1.000000000000000000e+02 7.013437758152299750e+01 1.928050775577190734e+01
5.999999999999999778e-02 5.776903976157909959e-02 1.000000000000000000e+02 4.372272825352804659e+01 2.824289776877715852e+01
8.000000000000000167e-02 7.486960436137511665e-02 1.000000000000000000e+02 3.468237871809130723e+01 3.556796481440096613e+01
1.000000000000000021e-02 9.871382456660035901e-03 1.000000000000000000e+03 2.858067437186558664e+02 1.891815907551903422e+02
1.200000000000000025e-02 1.182187458131844955e-02 1.000000000000000000e+03 2.321411282407888166e+02 2.370212385241769368e+02
1.400000000000000029e-02 1.375432830398602355e-02 1.000000000000000000e+03 2.108740194185591008e+02 2.359371816282388750e+02
